words,اصل,مبيع,ارتفع,يشغل,عرب,مماثل,احق,انشاء,محاسب,توزيع,جديد,ضرور,جدة,خصوص,مال,ربع,احد,نصاب,سعود,لاعضاء,نتايج,مركز,متطلبا,رقم,سنو,بان,ادار,تعديل,حاضر,اخر,مذكور,مسا,ساد,والخمس,وذل,موافق,سهم,منته,اعمال,رابع,دور,فتر,مرفق,يتعذر,جاهز,اجمال,اسمن,نصف,سبب,انخفاض,وفق,تكلف,اول,موحد,سوف,سوق,تاريخ,طريق,ساع,بنوك,شرك,ارباح,عمل,توص,سيد,علاو,قطران,مليون,اخري,يصبح,تنفيذ,باستخدام,اعل,تود,خسار,بلغ,تمويل,اجتماع,خطاب,اعلان,نايب,ارد,مقارن,معايير,مجا,انتهاء,ملك,اسمنت,يعود,اجراءا,واقع,انعقاد,مراجع,زياد,قرار,تشغيل,مصنع,تحديد,حضور,سيك,مساهم,ارتفاع,قدر,استاذ,لكل,اقل,لانخفاض,اعضاء,مصطحب,تعل,لعام,نظام,طلب,لجن,بند,مجلس,مبلغ,رييس,اضاف,اسم,قايم,COVID,تدعو,مهام,عضو,السن,احتراز,جمع,وانخفاض,ابراء,حساب,شخص,قيم,لارتفاع,تابع,نقد,لانعقاد,مكان,مرتبط,عزيز,ربح,واصدار,عام,نامل,بنك,والتكاليف,ضريب,مرشح,دايم,ماد,اثن,تاثير,صاف,عاد,جراء,تصويت,حال,class
1472129507,0,0,0,0,1,0,0,0,11,0,0,0,0,0,7,1,0,0,1,0,1,0,0,0,4,0,6,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,12,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471352767,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1470314099,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468844397,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468844228,0,1,0,0,1,6,0,0,0,0,0,0,0,0,2,12,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,0,0,3,0,0,3,9,0,1,2,2,0,0,0,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,1,6,0,0,0,0,3,3,0,7,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,6,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0
1468326144,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1462191052,0,0,0,0,2,0,0,5,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462080636,2,0,0,0,2,0,1,0,0,3,0,0,0,0,10,1,0,0,3,1,1,0,0,2,1,1,4,0,0,0,1,0,0,0,1,10,4,5,1,1,0,1,0,0,0,1,2,2,0,0,1,0,2,0,0,0,0,1,0,0,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,2,5,0,0,0,0,1,0,1,3,0,1,0,1,0,0,1,2,2,2,0,0,1,0,4,1,0,0,1,0,0,0,0,1,4,0,3,0,1,3,0,1,0,0,2,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,0,2,0,0,1,0
1461474014,1,0,0,0,2,0,1,0,1,3,0,1,1,1,10,1,0,1,0,1,0,0,0,2,1,0,7,0,2,1,1,2,3,0,3,1,5,5,4,2,0,1,0,1,0,1,2,2,0,0,1,0,2,0,0,0,0,2,2,1,10,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,2,0,0,0,4,3,3,0,0,0,0,1,6,0,11,0,1,0,2,2,0,2,0,0,2,0,0,1,0,7,1,1,0,1,0,0,1,0,1,4,0,11,0,1,1,1,1,0,0,2,1,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,2,0,9,0,0
1460981889,0,1,0,0,1,3,0,0,0,0,0,0,0,0,4,11,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,1,1,0,2,4,0,1,2,2,0,0,0,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1460638099,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1460441083,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1460032489,1,0,0,0,2,0,1,0,1,3,0,1,1,1,10,1,0,1,0,1,0,0,0,2,1,0,7,0,2,1,1,2,3,0,3,1,5,5,4,2,0,1,0,1,0,1,2,2,0,0,1,0,2,0,0,0,0,2,2,1,10,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,1,0,2,0,0,0,4,3,3,0,0,0,0,1,6,0,11,0,1,0,2,2,0,2,0,0,2,0,0,1,0,7,1,1,0,1,0,0,1,0,1,4,0,11,0,1,1,1,1,0,0,2,1,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,2,0,9,0,0
1459747256,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1459082807,1,0,0,0,2,0,1,0,1,3,0,1,1,1,9,1,1,1,0,1,0,0,0,2,1,0,7,0,1,1,1,2,2,0,3,1,5,4,2,2,0,1,0,1,0,2,2,2,0,0,1,0,2,0,0,0,0,2,1,1,11,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,2,0,0,0,4,2,3,0,0,0,0,1,6,0,9,0,1,0,2,1,0,2,0,0,2,0,0,1,0,6,1,1,0,1,0,0,1,0,1,3,0,9,0,1,1,1,1,0,0,2,1,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,2,0,7,0,0
1457959343,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1456808464,1,0,0,0,2,0,1,0,1,3,0,1,1,1,9,2,1,1,0,1,0,0,0,2,1,0,7,0,1,1,1,2,2,0,3,1,5,4,2,1,0,1,0,1,0,2,2,2,0,0,1,0,2,0,0,0,0,2,1,1,11,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,2,0,0,0,4,2,3,0,0,0,0,1,6,0,9,0,1,0,2,1,0,2,0,0,2,0,0,1,0,6,1,1,0,1,0,0,1,0,1,3,0,9,0,1,1,1,1,0,0,2,1,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,2,0,7,0,0
1455514249,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1455513573,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,2,1,0,1,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
1453121078,0,1,1,0,1,7,0,0,0,0,0,0,0,0,3,13,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,8,0,0,0,3,0,0,3,8,0,1,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,1,9,0,0,0,0,1,3,0,8,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,9,0,0,0,1,0,0,0,1,0,4,0,0,0,2,0
1451824726,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1451451620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1445258650,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,11,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,2,0,0,3,9,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,0,0,0,0,1,3,0,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
1436448436,0,0,0,0,2,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1436446349,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,2,0,0,3,7,0,2,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
1432126964,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,3,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1431261691,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1429534047,0,0,0,0,1,5,0,0,1,0,1,0,0,0,5,14,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,1,0,0,2,4,1,2,2,2,0,0,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,7,1,0,0,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,4,0,0,1,2,0,0,0,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1428295406,2,0,0,0,5,0,1,0,0,3,0,0,0,1,6,0,1,1,0,1,1,0,0,4,0,2,4,0,0,0,1,0,0,2,1,8,4,4,1,0,0,1,0,0,0,1,2,3,0,0,0,0,2,0,0,0,0,1,0,0,3,6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,1,1,2,0,1,0,1,0,0,1,2,2,2,0,0,1,0,4,1,0,0,1,0,0,0,0,1,3,0,3,0,1,3,0,1,0,0,2,0,0,0,0,0,0,5,0,6,0,0,1,0,0,1,0,0,2,0,0,1,1
1427867697,0,0,0,0,2,0,0,4,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427694127,1,0,0,0,2,0,1,0,1,3,0,1,1,1,7,1,1,1,0,1,0,0,0,2,1,0,6,0,1,1,1,2,1,2,1,6,5,4,4,1,0,1,0,1,0,2,2,2,0,0,0,0,2,0,0,0,0,1,2,1,10,4,2,1,3,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,2,0,0,0,4,2,2,0,0,0,0,1,7,0,7,0,1,0,2,2,0,2,0,0,2,0,0,1,0,6,1,1,0,1,0,0,2,0,1,3,0,9,0,1,1,1,1,0,0,2,1,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
1424869335,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1424267262,0,0,0,0,1,4,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,1,0,0,1,2,1,0,0,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1
1424004292,1,0,0,0,2,0,1,0,1,3,0,1,1,1,7,1,1,1,0,1,0,0,0,2,1,0,6,0,1,1,1,2,1,2,1,6,5,4,4,1,0,1,0,1,0,2,2,2,0,0,0,0,2,0,0,0,0,1,2,1,10,4,2,1,3,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,2,0,0,0,4,2,2,0,0,0,0,1,7,0,7,0,1,0,2,2,0,2,0,0,2,0,0,1,0,6,1,1,0,1,0,0,2,0,1,3,0,9,0,1,1,1,1,0,0,2,1,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
1421731032,0,0,0,0,1,8,0,0,1,0,1,0,0,0,4,13,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,13,0,0,0,2,0,0,3,5,1,0,1,2,0,2,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,7,1,0,0,0,1,3,0,0,0,0,2,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,0,0,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1
1420116855,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1420116252,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417497159,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0
1416833713,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,2,1,2,2,1,1,0,3,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,1,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0
1416806769,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1416141896,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,2,1,2,2,1,1,0,3,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,0,6,0,0,0,1,2,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0
